cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,casparam,categorie
EUR,5484,ETHYLUREE,Ethyluree,625-52-5,non classé
CO2CAL,,CO2 LIBRE CALCULÉ,CO2 libre calculé,124-38-9,non classé
TBTCAT,2879,TRIBUTYLTIN CATION,Tributyltin cation,36643-28-4,non classé
BIPHENY,1584,BIPHÉNYLE,Biphényle,92-52-4,non classé
MRBTAC,6544,ESSAI MARBRE TAC,Essai marbre TAC,,non classé
CMP,7583,N-(2-CHLORO-6-METHYLPHENYL)-N'-(4-PYRIDINYL)UREA,N-(2-Chloro-6-methylphenyl)-N'-(4-pyridinyl)urea,124441-49-2,non classé
MTBE,1512,MÉTHYL TERT-BUTHYL ETHER,Méthyl tert-buthyl Ether,1634-04-4,non classé
MRBTH,1345,ESSAI MARBRE TH,Essai marbre TH,,non classé
DPU,7515,DIPHENYLURÉE,Diphenylurée,102-07-8,non classé
BZ,1607,BENZIDINE,Benzidine,92-87-5,non classé
PUV,,TRANSMITTANCE UV 254 MM,Transmittance UV 254 mm,,non classé
PO4,1433,ORTHOPHOSPHATES (EN PO4),Orthophosphates (en PO4),,non classé
ETBE,2673,ETHYL TERT-BUTHYL ETHER,Ethyl tert-buthyl ether,637-92-3,non classé
MOAC,1315,OXYDAB. KMNO4 EN MILIEU ACIDE À CHA,Oxydab. KMnO4 en milieu acide à chaud,,non classé
BENZOZ,7543,BENZOTRIAZOLE,benzotriazole,95-14-7,non classé
CHLA,1439,CHLOROPHYLLE A,Chlorophylle A,479-61-8,non classé
LARSON,7876,INDICE DE LARSON,Indice de Larson,,non classé
LEROY,7877,INDICE DE LEROY,Indice de Leroy,,non classé
TBUBENZ,1611,TERT-BUTYLBENZENE,tert-butylbenzene,98-06-6,non classé
CMPU,7583,CMPU,CMPU,124441-49-2,non classé
TCTFM,1196,FRÉON 113,Fréon 113,76-13-1,non classé
MRBPH,6569,ESSAI MARBRE PH,Essai marbre pH,,non classé
ARSEN,,ARSENIATES,Arseniates,15584-04-0,non classé
DSPHOS,7584,DISODIUM PHOSPHONATE,Disodium phosphonate,13708-85-5,non classé
TRILO,6989,TRICLOCARBAN,Triclocarban,101-20-2,non classé
TACE,,TAC À L'ÉQUILIBRE,TAC à l'équilibre,,non classé
TL,2555,THALLIUM,Thallium,7440-28-0,non classé
DSPHOS,8511,ANION PHOSPHONATE,anion phosphonate,14901-63-4,non classé
BR,6505,BROMURES,Bromures,24959-67-9,non classé
SIL,1342,SILICATES (EN MG/L DE SIO2),Silicates (en mg/L de SiO2),15593-90-5,non classé
POLYP,1349,POLYPHOSPHATES (EN PO4),Polyphosphates (en PO4),,non classé
NTK,1319,AZOTE KJELDHAL (EN N),Azote Kjeldhal (en N),,non classé
BE,1377,BÉRYLLIUM,Béryllium,7440-41-7,non classé
CO,1379,COBALT,Cobalt,7440-48-4,non classé
TRZ_TOT,1282,TRIAZINES,Triazines,,non classé
OCT,6269,ORGANOCHLORÉS TOTAUX,Organochlorés totaux,,non classé
TOLYZ,6660,TOLYLTRIAZOLE,tolyltriazole,29385-43-1,non classé
MACRYL,7076,METHACRYLAMIDE,Methacrylamide,79-39-0,non classé
TRIPHOS,2787,TRIPHENYL PHOSPHATE,Triphenyl phosphate,115-86-6,non classé
DISPTRT,5905,DISPO. INTÉRIEUR TRAITEMENT,Dispo. intérieur traitement,,non classé
OPT,6277,ORGANOPHOSPHORÉS TOTAUX,Organophosphorés totaux,,non classé
TLD,2555,THALLIUM DISSOUS,Thallium dissous,7440-28-0,non classé
MIC,1508,MÉTHYL ISOBUTYL CÉTONE,Méthyl isobutyl cétone,108-10-1,non classé
2MIB,5505,2-MÉTHYLISOBORNÉOL,2-Méthylisobornéol,2371-42-8,non classé
GEOS,1505,GÉOSMINE,Géosmine,19700-21-1,non classé
VA,1384,VANADIUM,Vanadium,7440-62-2,non classé
STR,1363,STRONTIUM EN µG/L,Strontium en µg/L,7440-24-6,non classé
LI,1364,LITHIUM,Lithium,7439-93-2,non classé
AG,1368,ARGENT,Argent,7440-22-4,non classé
TI,1373,TITANE,Titane,7440-32-6,non classé
URAN,1361,URANIUM EN ΜG/L,Uranium en µg/l,7440-61-1,non classé
TE,2559,TELLURE,Tellure,13494-80-9,non classé
BISMUTH,5428,BISMUTH,Bismuth,7440-69-9,non classé
MRBTA,,TA APRES MARBRE,,,non classé
TEMP_O2,,T°C DE MESURE DE L'O2 DISSOUS,Température de mesure de l'oxygène dissous,,non classé
PCRE,1638,CRÉSOL PARA,Crésol para,106-44-5,non classé
BMGD,1362,BORE DISSOUS,Bore dissous,7440-42-8,non classé
SED,1385,SÉLÉNIUM DISSOUS,Sélénium dissous,7782-49-2,non classé
BAD,1396,BARYUM DISSOUS,Baryum dissous,7440-39-3,non classé
LID,1364,LITHIUM DISSOUS,Lithium dissous,7439-93-2,non classé
ALP,1370,ALUMINIUM PARTICULAIRE,Aluminium particulaire,7429-90-5,non classé
BED,1377,BÉRYLLIUM DISSOUS,Béryllium dissous,7440-41-7,non classé
ZINCD,1383,ZINC DISSOUS,Zinc dissous,7440-66-6,non classé
AGD,1368,ARGENT DISSOUS,Argent Dissous,7440-22-5,non classé
SND,1380,ÉTAIN DISSOUS,Étain dissous,7440-31-5,non classé
TID,1373,TITANE DISSOUS,Titane dissous,7440-32-6,non classé
VAD,1384,VANADIUM DISSOUS,Vanadium dissous,7440-62-2,non classé
CO_D,1379,COBALT DISSOUS,Cobalt dissous,7440-48-4,non classé
SRD,1363,STRONTIUM DISSOUS,Strontium dissous,7440-24-6,non classé
ME1FL,2903,"FLUORANTHENE, 1-METHYL-","Fluoranthene, 1-methyl-",25889-60-5,non classé
URAND,1361,URANIUM DISSOUS,Uranium dissous,7440-61-1,non classé
BISD,5428,BISMUTH DISSOUS,Bismuth dissous,7440-69-9,non classé
TED,2559,TELLURE DISSOUS,Tellure dissous,13494-80-9,non classé
H2SULF,1343,SULFURES TOTAUX (EN H2S),Sulfures totaux (en H2S),,non classé
COD,1841,CARBONE ORGANIQUE DISSOUS,Carbone organique dissous,,non classé
MNP,1394,MANGANÈSE PARTICULAIRE,Manganèse particulaire,,non classé
FEP,1393,FER PARTICULAIRE,Fer particulaire,7439-89-6,non classé
THIOCYA,1087,THIOCYANATES,Thiocyanates,302-04-5,non classé
CRESOL,5275,CRÉSOL (MÉLANGE DES ISOMÈRES),Crésol (mélange des isomères),1319-77-3,non classé
DSFTN,0,DISULFOTON (UTILISER DSYST),Disulfoton (utiliser DSYST),298-04-4,non classé
DETAMG,1444,AGENTS DE SURFACE (BLEU MÉTH.) MG/L,Agents de surface (bleu méth.) mg/L,,non classé
CR3CAL,,CHROME TRIVALENT CALCULÉ,chrome trivalent calculé,16065-83-1,non classé
WS,5869,EQUIVALENT WHITE SPIRIT,Equivalent White Spirit,,non classé
URAN,1361,URANIUM EN MICROGRAMME PAR LITRE,Uranium en µg/l,7440-61-1,non classé
CYANL,1084,CYANURES LIBRES,Cyanures libres,,non classé
DDIE,2782,DICHLORODIISOPROPYL ÉTHER,Dichlorodiisopropyl éther,108-60-1,non classé
B,0,BORE µG/L (UTILISER BMG EN MG/L),Bore µg/L (utiliser BMG en mg/L),7440-42-8,non classé
DETA,1444,AGENTS DE SURFACE (RÉAG. BLEU MÉTH.),Agents de surface (réag. bleu méth.),,non classé
BRTOT,1378,BROME TOTAL,Brome total,7726-95-6,non classé
NDMA,6620,N-NITROSODIMETHYLAMINE,N-Nitrosodimethylamine,62-75-9,non classé
AOX,1106,AOX,AOX,,non classé
NMOR,6175,N-NITROSOMORPHOLINE,N-Nitrosomorpholine,59-89-2,non classé
TRCSN,2885,TRICYCLOHEXYLÉTAIN CATION,Tricyclohexylétain cation,36580-86-6 ,non classé
BCL,1362,BORE SI EAU DE MER DESSALÉE OU CONDITIONS GÉOLOGIQUES PARTICULIÈRES,Bore si eau de mer dessalée ou conditions géologiques particulières,7440-42-8,non classé
MCT24,1401,TEST MICROTOX 24H EN UNITÉ TOXIQUE,Test microtox 24h en unité toxique,,non classé
DCO,1314,DCO,DCO,,non classé
EQMO,5937,EQUIVALENT-HUILES-MINÉRALES,Equivalent-huiles-minérales,8012-95-1,non classé
DBO5,1313,DBO5,DBO5,,non classé
AFF_M,99999,AFFICHAGE EN MAIRIE,Affichage en mairie,,non classé
ALT,0,ALU.TOT MG/L (UTILISER ALTMICR µG),Alu.tot mg/L (utiliser ALTMICR µg),,non classé
BDE99,2916,"2,2',4,4',5- PENTABROMODIPHÉNYLE","2,2',4,4',5- pentabromodiphényle",60348-60-9,non classé
BDE154,2911,"2,2',4,4',5,6'- HEXABROMODIPHÉNYLE","2,2',4,4',5,6'- hexabromodiphényle",,non classé
BDE153,2912,"2,2',4,4',5,5'- HEXABROMODIPHÉNYLE","2,2',4,4',5,5'- hexabromodiphényle",,non classé
BDES6,7705,DYPHÉNYLS ÉTHERS BROMÉS (6 CONGÉNÈR,Dyphényls éthers bromés (6 congénères),,non classé
BDE28,2920,"2,4,4'- TRIBROMODIPHÉNYLÉ","2,4,4'- tribromodiphénylé",,non classé
BDE100,2915,"2,2',4,4',6- PENTABROMODIPHÉNYLE","2,2',4,4',6- pentabromodiphényle",189084-64-8,non classé
NEB,1425,NÉBULOSITÉ,Nébulosité,,non classé
BDE47,2919,"2,2',4,4'- TÉTRABROMODIPHÉNYLÉ","2,2',4,4'- tétrabromodiphénylé",5436-43-1,non classé
TRSAN,5430,TRICLOSAN,Triclosan,3380-34-5,non classé
973MERCD,,Mercaptodiméthur,,,non classé
ACTN,1455,ACÉTONE,Acétone,67-64-1,non classé
FREQ02,99999,FRÉQUENTATION CUMULÉE,Fréquentation cumulée,,non classé
DCO_ST,6396,INDICE ST-DCO,Indice St-DCO,,non classé
NTA,1521,ACIDE NITRILOTRIACÉTIQUE,Acide nitrilotriacétique,139-13-9,non classé
OP1OE,6370,4(1133TETMETLBUT)PHEN MONOETHOXYLAT,4(1133tetmetlbut)phen monoethoxylat,2315-67-5,non classé
BIPH,1584,BIPHÉNYLE,Biphényle,92-52-4,non classé
3EA,6121,N-ETHYL-3-METHYLANILINE,N-Ethyl-3-methylaniline,102-27-2,non classé
AFF_S,99999,AFFICHAGE DES RÉSULTATS SUR LE SITE,Affichage des résultats sur le site,,non classé
AMCDBA,7061,ACIDE CHLORODIBROMACÉTIQUE,Acide chlorodibromacétique,5278-95-5,non classé
HUILE_B,1411,HUILES MINÉRALES,Huiles minérales,,non classé
EGEE,2649,2-ETHOXYÉTHANOL,2-Ethoxyéthanol,110-80-5,non classé
TC2P,7850,"1,1,1-TRICHLORO-2-PROPANONE","1,1,1-trichloro-2-propanone",918-00-3,non classé
BDE183,2910,HEPTABROMODIPHÉNYL ÉTHER (CONGÉNÈRE,Heptabromodiphényl éther (congénère 183),207122-16-5,non classé
PBDE1,1921,PENTABROMODIPHÉNYLÉTHER,Pentabromodiphényléther,32534-81-9,non classé
DEGBE,2641,BUTYL CARBITOL,Butyl carbitol,112-34-5,non classé
Q,1420,DÉBIT INSTANTANÉ,Débit instantané,,non classé
